dependency_id,record_a,record_b,relationship,dependency_level,reason,review_status
DEP_3F1F0A2FD6C99451006E6CE1,REC_D1251838E1FA3E5D2C097BFD,REC_EFC1CF833E46B555F7D3BE94,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_0B9344DCF3DA2474EB7EFC8F,REC_0A28ADE97708C07C3792364E,REC_EA24115AFE9ED4CF03E06719,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_226C7D415FEEBABFC480614B,REC_9C0402884E046D4D2C1F6E28,REC_DD748AC0A8AB2DDC24A77AF4,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_DEB378313BA7903BC82A47C6,REC_EF9CBE5E3A5809C3A8A31216,REC_A9885D9CEAB807393EDD8741,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_1791A15847E7D38459EC2425,REC_9D2727BD41F7DF2D94F66A94,REC_69BA55C70A56AE1CF86839EF,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_9462C48135CD327AA9CDD114,REC_273072CA2A484E1B37D50DA9,REC_2AB30DAFD0E4EA3CC7758727,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_2CB87E6B2671C20376D49D58,REC_8761E579A2CF59E9303299CA,REC_99E5CF2B78BA661F8C352ADC,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_0CF036C444D16BD98B974589,REC_A2AE4CE60C60AEC1625F40E7,REC_2A7A7792FF5F33BF03464269,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_632655EA9353C1BDED15CACB,REC_37EC673B44FB1F0F7DD89338,REC_98763EA0DDE5C2F31D3BBA80,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4A725413D7778AE79549FCF6,REC_696F26ED94BC1B26EB6C4CF6,REC_6520781A2308F5CDD5029486,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7273315A538D9848A24D4524,REC_1B0629771AEC21787F76C4F2,REC_28E5958337BA4B5FD041EBC5,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_5938A8D921381E92E2315D89,REC_736B51E0069C8932D3AC3726,REC_FEDAA396FBAB87749582DA4F,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_275ED22FF6DBB99616455713,REC_AF734518867CDA7DE2821496,REC_75B39D8D8810BA3EA1C864E8,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_9E88D306C98B75008A328FE9,REC_A260E1701FC8F926F26F1157,REC_CD986DED644D4D5E2531C11F,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4E488D301A56C37CEF726132,REC_EBE1AE118C5E40A4ADD93729,REC_11E10BAE3E81ADB849AE03D9,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_A4C6BCC62536FF8ADA918ECF,REC_E3795613031427648996E76C,REC_D889CFA672B3C5E10F519BFF,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_52747BB5E9F1B3D0EDB60E9A,REC_82CE760FFC542548EA36FCC5,REC_F46DE975A1CF9163F706FB6B,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_2BFD678E76D8C3C0559EB2B0,REC_BB433CF3D490FD4057A3976D,REC_8596B85E4B6341492591923F,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_AD6FBC91BF81AF715034F6D2,REC_BB433CF3D490FD4057A3976D,REC_B22087299A0E4BBA774E355C,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_634960DA0CBA443026D73BC8,REC_8596B85E4B6341492591923F,REC_B22087299A0E4BBA774E355C,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_45FB0A516844066BEA74F2D7,REC_0A63C3E1C9A79BD0949C188C,REC_042C7583B2E97C9644941108,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4E3E6C7DB9F6C2296BE00DE5,REC_29436BA068905EAC19099939,REC_D4016D16C552EC63858C26C5,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_9BE5D568E24EE480750C14AB,REC_D145302FDC314AC370E4A302,REC_A78A16395E9C6C0904093A68,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_38E532A96F3C22C0625EF600,REC_D145302FDC314AC370E4A302,REC_4E90056F3122AC86E4A99CF5,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_1F6903B21EFED1133659871D,REC_D145302FDC314AC370E4A302,REC_1925FAFF7CF8B11E29F9599E,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and safety records share the Open Targets delivery source and may share target annotations or literature.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_1973129324A125510EFE0339,REC_A78A16395E9C6C0904093A68,REC_4E90056F3122AC86E4A99CF5,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_A80F9B9BBF6E7557508A8347,REC_A78A16395E9C6C0904093A68,REC_1925FAFF7CF8B11E29F9599E,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_97BFD263F8D72D155D6FC7F2,REC_4E90056F3122AC86E4A99CF5,REC_1925FAFF7CF8B11E29F9599E,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_54DBC8D7D9308BF1FAF86F20,REC_A78A16395E9C6C0904093A68,REC_8EE90BE59237FD00BDBB8E38,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_BF018E3FEBB8278CF82B1A08,REC_8EE90BE59237FD00BDBB8E38,REC_4E90056F3122AC86E4A99CF5,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_C376B8D56C0B48898F51587C,REC_2A341E85ADDF2D9F6409DAAE,REC_CB9FD8E7AF30E19378574565,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_EE0726D57568394506EE8EF4,REC_22AC0AABECC54A50AAA01935,REC_F1085605943ADFA8F278104A,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_3C279197D98DE1F09A9BF979,REC_6785861AC9166D807129E674,REC_BCED2D3F7A7EC6B770E9B58F,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_F767C4E6AADA53B4EDDD6DB0,REC_6785861AC9166D807129E674,REC_1E6FDC7CE0E69745D462DC67,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_A6460E32070B3A26C98DF3F3,REC_BCED2D3F7A7EC6B770E9B58F,REC_1E6FDC7CE0E69745D462DC67,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_075AE0DD4A0A903B38DE9068,REC_BCED2D3F7A7EC6B770E9B58F,REC_BFE5FC2ED20661471A706898,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_22B6536A0267DE016AF406F6,REC_BFE5FC2ED20661471A706898,REC_1E6FDC7CE0E69745D462DC67,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_AC556327E5BB928E13ED3153,REC_17090D1300598D39C050E6C8,REC_E2C5331884E949CB97CE07B3,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_38393C5E4344AA179A1C457E,REC_978443ABE42A54330B0D54D6,REC_558019FD12421AE4556A1F32,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_6E65632B097E86A345482BE2,REC_978443ABE42A54330B0D54D6,REC_3E64BD60AAD2D3942D62B9FC,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_7D01ADB438A618DB22FEF984,REC_558019FD12421AE4556A1F32,REC_3E64BD60AAD2D3942D62B9FC,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_815243A8BEDDC9B089B916A6,REC_751301EDD61A716ABE37E028,REC_FEAB2EEE8FD4136E157B8158,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_C7D664CC74EF2A46F812038B,REC_033F6631CFBDAFF37D80FF24,REC_E4879C1E959A10EB3571086A,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_DDDA86312629EC96C38AB3D9,REC_033F6631CFBDAFF37D80FF24,REC_A80CA47ADD7310E22D3FFBFC,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_3D23FB01272F06076709F064,REC_E4879C1E959A10EB3571086A,REC_A80CA47ADD7310E22D3FFBFC,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_0EFF950AFE9806316656E69A,REC_E4879C1E959A10EB3571086A,REC_80212E4A1154855898F92842,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_5CB9844AC32202F7368F58B4,REC_80212E4A1154855898F92842,REC_A80CA47ADD7310E22D3FFBFC,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F23D3460968F9BDD0DBC84B5,REC_DD65BE0A6E28E95938BA08EF,REC_6346563C4D8240194B49C96E,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_536BB2EBC9075D465AF06464,REC_A9A76F369B5BC5296DCE0B7C,REC_52F7050D56ABBAC8206D06B9,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_BA28E2A853A3145391554BB5,REC_881E4A24965773AA321F03DE,REC_DCD407A792A3C05E4E7B6056,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_8FD8274D463577EE572C5912,REC_86E120A1C5ECD4D0F9C5EF47,REC_83FE51E73A9D37D2CD097519,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_433126D4DBDB7517CB324E8C,REC_745154844F64D81130F638B7,REC_E04889DB73AE6449F06EC7E9,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_684A84639118B86693090C65,REC_A5506F85A2D54436B956C10D,REC_84ACE6EDE80A88E9DE242F79,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_27A4DF25E76558C31E3DE320,REC_D5DEDE2E2AD2934EBD522499,REC_A999369CA985986C7A4EAB3E,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_9C23C0EA4C33C2B273BA419D,REC_616720DCB75C090ED4A38E53,REC_7E752B28F9685523BE0858A0,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_8CCF2E9719957DE9117CEDDE,REC_616720DCB75C090ED4A38E53,REC_9756557116C5DC2548F88175,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F64544633CED3136079B8A17,REC_9756557116C5DC2548F88175,REC_7E752B28F9685523BE0858A0,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_90D35138B26CD2DECB046758,REC_733EFA3D6D176F7E0716EE78,REC_29CDD87A6C7DB2DD317DF12A,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7D03E1100B9398C6F00F95FB,REC_281AA9CC0056D85007069BE6,REC_4BD65020599BBDC6123F4DCF,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_47F79FA8004AD5854D400FAD,REC_97EC5576670A4CC2FE264A9C,REC_A188165C0CE36B56021660CF,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_4D8633A994319F07EB6F6542,REC_C677F9AB3008F0323529091C,REC_917ACDF45C217BB2B6991187,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_DB683DFEE4CA0717F9241F85,REC_B27F0B91825086622BC0E630,REC_4BC8D27133C848A5AE1B51CC,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_B92D4ED33520C2305C1FE147,REC_96533688D81EDCBB18A1FDE8,REC_482E45CAFEF13FCD4A76D193,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_F75FF813327A145C162BFCD9,REC_14623778D624AD625DDA730D,REC_C7BC949BF407E1F728E57784,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_A8D4E4D951D1CB473ED1587B,REC_75D745F37F5FF2BA3BAB2C48,REC_FBC1BACAAC32480031B0292E,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_CC164716C1D5B4AF8D629E42,REC_75D745F37F5FF2BA3BAB2C48,REC_0514C3C8C99A3FDDD876CF71,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_5B585ABF334D22C402EDE726,REC_75D745F37F5FF2BA3BAB2C48,REC_99AE9FD6FA121CAFEB9E8E8E,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and safety records share the Open Targets delivery source and may share target annotations or literature.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_0365D201FF4FB8340C5C0BFB,REC_FBC1BACAAC32480031B0292E,REC_0514C3C8C99A3FDDD876CF71,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_1C0188EBED4D318A29B414A2,REC_FBC1BACAAC32480031B0292E,REC_99AE9FD6FA121CAFEB9E8E8E,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate and safety summaries share a Platform release; exact upstream record overlap is unresolved.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_6A81F287996F475BD34685FB,REC_0514C3C8C99A3FDDD876CF71,REC_99AE9FD6FA121CAFEB9E8E8E,SAME_SOURCE,PARTIALLY_DEPENDENT,Tractability and safety are separate blocks but share the Open Targets target object and may reference overlapping pharmacology or literature.,REVIEWED_TASK013
DEP_BCEBE3350DB83764CA6C365A,REC_FBC1BACAAC32480031B0292E,REC_13ACC7729167561E4C48A0B0,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_887FAADEFF5B659809725F0A,REC_13ACC7729167561E4C48A0B0,REC_0514C3C8C99A3FDDD876CF71,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_F65E1552555E7439D1F25107,REC_98BF9D93ED1C9A3AB9AFD3E7,REC_38BBF1EEAAB8416E8346D886,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_7C07A191506070DA29F44180,REC_6B7159E4BE6039326A7E76BA,REC_2F9F6EAA7E8A2E1EB7C6A998,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_C5868AB1DAF966EB0E4A3F8B,REC_6B7159E4BE6039326A7E76BA,REC_C78F8BAF64CB8FDA576211CC,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_FD941E915097F14C142077A3,REC_2F9F6EAA7E8A2E1EB7C6A998,REC_C78F8BAF64CB8FDA576211CC,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_502D951EC97632E78C4B4FE6,REC_2F9F6EAA7E8A2E1EB7C6A998,REC_B8A05812A65CC836F2A38348,UNKNOWN,PARTIALLY_DEPENDENT,"Open Targets drug/candidate information may use ChEMBL, but exact record-level overlap is not present in the integrated summary.",RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_31C4A9782C19ACED8E5AF7A0,REC_B8A05812A65CC836F2A38348,REC_C78F8BAF64CB8FDA576211CC,UNKNOWN,PARTIALLY_DEPENDENT,Open Targets tractability may use ChEMBL-derived information; exact shared records cannot be resolved from gene-level summaries.,RECORD_LEVEL_OVERLAP_UNRESOLVED
DEP_774981EA19D6A51B07FE2CC4,REC_BF8F0379C625EC13CEC3A193,REC_1067F64E97F4B48623C0C3FA,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_CFD16950BDBA9854B4A3E629,REC_1185EEC73EE3F976F5C55D06,REC_49B4A287996669EBCAD83FCF,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_61E7477263728581F6E2BA0B,REC_C05BD62F2154ED7B02A521F9,REC_ECE54693174F369D222979A6,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_7B9ACF2D10016F5B879BF4A7,REC_2EA5A72F20FCCD31536F04ED,REC_79E320A572703C6459CB9A5C,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_CBB1942302DA1AEA60A63058,REC_D6DBC9B9D6DC2FE2FD05D66F,REC_E8A6EBDE80E38B84A91E728B,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_298D5CF09512B2D8455D9F2F,REC_B07EE11322716CF580BE5E3B,REC_2785E339F456B46ABD6CFE80,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_4D1CD5891D9C32960AF92A88,REC_FAAFC80A6AC83EC24BE4DCB9,REC_24D76C3611161EF1963FC3F2,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_176D41F075BEB5996EF80A2F,REC_8BD8F18B434D7DEC75640FE2,REC_9BCB1C165BA7970C5C147B40,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_725D93E5DD5802CF45725472,REC_95A20452B6DB5A65E9D7588B,REC_6609A4F764F2053EDCDED2E4,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_CAA0143CB4056F34185F87CC,REC_758DB8EA689851636B808986,REC_9DAC6EECB71D541E1ADDEECA,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_AB6FDB974C6BAA6314B7FFEC,REC_758DB8EA689851636B808986,REC_79FEE566DD1A544F4776CB7D,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_FCE251BB0827D292F6650A40,REC_9DAC6EECB71D541E1ADDEECA,REC_79FEE566DD1A544F4776CB7D,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_EFAAA86DFE22DD433E6F6D1C,REC_0ED0B8CF667767EAD0D6AABD,REC_3868846E5F43EA5FC8C29CBD,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_6982C5BE3DA88C939C141241,REC_AFB6B2376BAC6A30EE129C97,REC_32774B3BFCEF03C975869910,SAME_SOURCE,DEPENDENT,Both records are delivered by the same Open Targets target/release framework; upstream record overlap is possible.,REVIEWED_TASK013
DEP_039790EF4F8F68171515786C,REC_AFB6B2376BAC6A30EE129C97,REC_EA018CCE47E35F05FF60D7FC,SAME_SOURCE,PARTIALLY_DEPENDENT,Disease association and tractability address different questions but share the Open Targets target object and release.,REVIEWED_LINEAGE_ONLY
DEP_82F0AF02BA886A018011E97C,REC_32774B3BFCEF03C975869910,REC_EA018CCE47E35F05FF60D7FC,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_976D35A5EFF5FAB1731BE489,REC_DF299B247C3CCF5DC8F2C76F,REC_B41A8B6A90159760C999D51F,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_CA9E38C54D18D265816CFD77,REC_552B0120B8604F6D1D8503F7,REC_D904965899ABAB06B68B0764,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_EA41F30F6A290466C9DBE195,REC_9A2EC7A6977F9F13BD7CA39F,REC_3AC8CD5E196816B98D40BDFC,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_A1056E5B0ADA7042C460A7E3,REC_CFFBA00F3F75CE23F3E7B1BE,REC_55198C514977FEB4718586D0,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
DEP_76733780667E5065A13757E4,REC_AEED49F5728F9CB347716DBC,REC_EF91366D91417250D2ACFE92,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_30D4CBA37CCEA1FBC892F6F3,REC_F7664B32B5C90395A19B2D26,REC_CCAFCE686C2A9A3AF8B91AEA,SHARED_DATASET,DEPENDENT,Primary and S1-S6 records are derived from the same frozen TCGA-LUAD expression cohort and related contrasts.,REVIEWED_TASK013
DEP_17198D6AC48F9001ADDA6948,REC_2E9CB896DFDD826E32ED76FD,REC_5A670A6CF92651C3F74B1F2C,SAME_SOURCE,PARTIALLY_DEPENDENT,Drug/candidate counts can overlap clinical-precedence or pharmacology evidence used by tractability.,REVIEWED_TASK013
